gold;num_bets;price
2759.07;52;15238
2759.07;44;13948
2759.07;25;13580
2759.07;34;14206
2759.07;48;13974
2759.07;38;14049
2759.07;50;14090
2759.07;12;14350
2759.07;29;13887
2759.07;42;15456
2759.07;53;14717
2759.07;25;35554
2759.07;22;47776
2721.38;21;15272
2721.38;18;26923
2721.38;57;27479
2721.38;26;16388
2721.38;29;12799
2721.38;19;14128
2721.38;13;12403
2721.38;51;13656
2721.38;39;12485
2721.38;17;13211
2721.38;49;12612
2721.38;49;12503
2721.38;16;14335
2721.38;15;12617
2721.38;50;13886
2721.38;15;19050
2721.38;21;38471
2721.38;39;111109
2721.38;36;12298
2721.38;24;12528
2721.38;24;12288
2721.38;28;13120
2721.38;30;12111
2721.38;26;12111
2721.38;43;12143
2721.38;24;12143
2721.38;37;12300
2721.38;32;12111
2721.38;26;12111
2721.38;24;12294
2804.29;17;16999
2804.29;61;16999
2804.29;15;19995
2804.29;66;34168
2804.29;19;13739
2804.29;51;14189
2804.29;28;12262
2804.29;30;13240
2804.29;42;13622
2804.29;47;12884
2804.29;35;12244
2804.29;68;13803
2804.29;34;13999
2804.29;19;13061
2804.29;27;13817
2804.29;25;13887
2804.29;35;12298
2804.29;34;11997
2804.29;44;12187
2804.29;21;11995
2804.29;30;11994
2849.42;32;15456
2849.42;13;12979
2849.42;29;14863
2849.42;7;20500
2849.42;13;21539
2849.42;54;12799
2849.42;20;12551
2849.42;7;12449
2849.42;17;12563
2849.42;43;13126
2849.42;7;12449
2849.42;39;12496
2849.42;10;21525
2849.42;52;12496
2849.42;25;14001
2849.42;28;12526
2849.42;45;12219
2849.42;19;12218
2849.42;25;12217
2768.63;51;14148
2768.63;23;50915
2768.63;51;14709
2768.63;29;13126
2768.63;19;13465
2768.63;50;15200
2768.63;26;13465
2768.63;11;13582
2768.63;11;13637
2768.63;13;13648
2768.63;13;13637
2768.63;35;22630
2768.63;29;14123
2768.63;31;14148
2768.63;26;14625
2768.63;29;19985
2772.87;21;15375
2772.87;35;13792
2772.87;22;12492
2772.87;31;12492
2772.87;29;12608
2772.87;26;12608
2772.87;30;12608
2772.87;21;14335
2772.87;37;13327
2772.87;29;12608
2772.87;20;12608
2772.87;32;12608
2772.87;19;12608
2772.87;16;12608
2772.87;33;31225
2772.87;25;12924
2772.87;55;19791
2772.87;21;22616
2772.87;33;12221
2772.87;22;12220
2772.87;18;12300
2772.87;37;12218
2772.87;33;12217
2772.87;33;12216
2772.87;35;12221
2772.87;19;12220
2772.87;20;12300
2772.87;32;12218
2772.87;21;12217
2772.87;38;12527
2790.18;22;12492
2790.18;23;11946
2790.18;23;12552
2790.18;26;12496
2790.18;13;12447
2790.18;21;11946
2790.18;13;11946
2790.18;23;11369
2790.18;27;12900
2790.18;42;25846
2790.18;27;40000
2790.18;17;13126
2790.18;13;13332
2790.18;17;14348
2790.18;33;33332
2740.2;35;13164
2740.2;64;12528
2740.2;32;12528
2740.2;61;12349
2740.2;76;14356
2740.2;26;12528
2740.2;19;12573
2740.2;24;34461
2740.2;12;21539
2740.2;44;12528
2740.2;19;12492
2740.2;39;12763
2740.2;27;12528
2740.2;17;12528
2740.2;27;12447
2740.2;37;12720
2740.2;23;12721
2740.2;34;15000
2740.2;22;12805
2740.2;17;12711
2740.2;23;12760
2740.2;35;12732
2740.2;9;12528
2740.2;21;12711
2740.2;25;12761
2740.2;31;12492
2740.2;35;12492
2740.2;39;12725
2740.2;39;12414
2740.2;21;12763
2740.2;32;14356
2740.2;21;12491
2740.2;31;12720
2740.2;33;12729
2740.2;21;12728
2740.2;27;12447
2740.2;47;12716
2740.2;17;12447
2740.2;35;12725
2740.2;35;12447
2740.2;17;12723
2740.2;33;12722
2740.2;26;14055
2740.2;23;12730
2740.2;15;12719
2740.2;17;12718
2740.2;31;12727
2740.2;35;12716
2740.2;27;12725
2740.2;35;12724
2740.2;25;13110
2769.98;42;18249
2769.98;17;18375
2769.98;37;14202
2769.98;28;16240
2769.98;22;14043
2769.98;12;18500
2769.98;34;13839
2769.98;28;20209
2769.98;25;13839
2763.32;40;14348
2763.32;41;13429
2763.32;48;13429
2763.32;43;13656
2763.32;59;14759
2763.32;53;13137
2763.32;52;13429
2763.32;43;12997
2763.32;43;13429
2763.32;65;13429
2763.32;37;13429
2763.32;23;14110
2763.32;43;14110
2763.32;5;14759
2763.32;36;13325
2763.32;17;24280
2763.32;19;16111
2793.35;10;17000
2793.35;15;14950
2793.35;21;14940
2793.35;14;14863
2793.35;23;15432
2793.35;19;14453
2793.35;31;14453
2793.35;35;14499
2793.35;42;14707
2658.2;31;14350
2658.2;37;14863
2658.2;33;13212
2658.2;21;13792
2658.2;21;13580
2658.2;23;15888
2658.2;26;13580
2658.2;19;13126
2658.2;51;19191
2658.2;40;25601
2658.2;32;14805
2655.8;28;14438
2655.8;30;14031
2655.8;35;14350
2655.8;24;14494
2655.8;36;14863
2611.15;32;14863
2611.15;36;12543
2611.15;34;14995
2611.15;31;14995
2611.15;39;14349
2611.15;30;11938
2611.15;31;11995
2611.15;32;11770
2611.15;35;13438
2611.15;29;12225
2611.15;35;12845
2611.15;25;13792
2611.15;22;16913
2611.15;45;14863
2611.15;22;14863
2611.15;30;14863
2611.15;23;14443
2595.24;25;14991
2595.24;37;14539
2595.24;15;12024
2595.24;15;13838
2595.24;15;13325
2595.24;28;14296
2595.24;10;14184
2595.24;31;14654
2595.24;11;13838
2595.24;17;14539
2595.24;25;15841
2595.24;27;15938
2626.57;55;12070
2626.57;15;19350
2626.57;28;37663
2626.57;19;11945
2626.57;29;11945
2626.57;26;11945
2626.57;23;11429
2626.57;27;11893
2626.57;17;12008
2626.57;23;11429
2626.57;19;21978
2626.57;23;19195
2626.57;20;11893
2626.57;50;15986
2626.57;16;11893
2626.57;25;11715
2626.57;33;11653
2626.57;53;17384
2624.36;33;16111
2624.36;44;32813
2624.36;47;23762
2624.36;38;15616
2624.36;167;11185
2624.36;21;15100
2624.36;14;15270
2624.36;28;15500
2624.36;41;15800
2624.36;25;15944
2624.36;41;17222
2624.36;25;21111
2568.09;40;30714
2568.09;43;14268
2568.09;39;19475
2568.09;13;16050
2568.09;7;15132
2568.09;50;15132
2568.09;29;13832
2568.09;19;14539
2568.09;38;14539
2568.09;28;12528
2568.09;48;13580
2568.09;38;13447
2568.09;42;11889
2568.09;40;13924
2568.09;20;14734
2568.09;13;13274
2568.09;19;13032
2568.09;16;15000
2598.84;40;30714
2598.84;43;14268
2598.84;39;19475
2598.84;13;16050
2598.84;7;15132
2598.84;50;15132
2598.84;29;13832
2598.84;19;14539
2598.84;38;14539
2598.84;28;12528
2598.84;48;13580
2598.84;38;13447
2598.84;42;11889
2598.84;40;13924
2598.84;20;14734
2598.84;13;13274
2598.84;19;13032
2598.84;16;15000
2579.54;30;15937
2579.54;43;15009
2579.54;36;13838
2579.54;60;13447
2579.54;29;15077
2579.54;45;12813
2579.54;14;12813
2579.54;34;12447
2579.54;49;12414
2579.54;27;15000
2579.54;26;15000
2579.54;22;15000
2579.54;123;13606
2579.54;23;14349
2579.54;88;15374
2579.54;44;29177
2579.54;25;13325
2524.47;43;18555
2524.47;21;20462
2524.47;97;60797
2524.47;37;40785
2524.47;37;13126
2524.47;17;12447
2524.47;12;12447
2524.47;17;11846
2524.47;21;12414
2524.47;36;19021
2524.47;20;12982
2524.47;33;13306
2524.47;56;12759
2524.47;20;12662
2524.47;21;12661
2524.47;19;12660
2524.47;25;15000
2531.49;30;30383
2531.49;47;14863
2531.49;38;16589
2531.49;126;14336
2531.49;55;12915
2531.49;5;15385
2531.49;79;13838
2531.49;37;13118
2531.49;68;13533
2531.49;39;12612
2531.49;47;11325
2531.49;39;11141
2531.49;44;11593
2531.49;49;20428
2531.49;19;13997
2531.49;9;15500
2531.49;31;13995
2531.49;29;13994
2531.49;33;13999
2531.49;19;13998
2531.49;23;13997
2531.49;41;13996
2531.49;33;13995
2531.49;31;13994
2531.49;43;13999
2531.49;25;13998
2531.49;27;13997
2531.49;33;13741
2531.49;19;13995
2531.49;27;13741
2531.49;35;13999
2531.49;29;13998
2531.49;29;13996
2531.49;21;13994
2531.49;29;13999
2531.49;29;13998
2531.49;25;13997
2531.49;21;13996
2531.49;15;15000
2534.48;24;29725
2534.48;52;18500
2534.48;29;42466
2534.48;29;15199
2534.48;17;14854
2534.48;18;15169
2534.48;17;14759
2534.48;56;14622
2534.48;76;14581
2534.48;70;14759
2534.48;68;14759
2534.48;64;14988
2534.48;75;14759
2534.48;59;14622
2534.48;62;14399
2534.48;40;14348
2534.48;61;14399
2534.48;45;15888
2534.48;31;14991
2591.76;66;37338
2591.76;23;15375
2591.76;33;23762
2591.76;9;13463
2591.76;28;13706
2591.76;35;15375
2591.76;29;15969
2591.76;29;13314
2591.76;36;15888
2591.76;26;23404
2591.76;30;14350
2591.76;51;13124
2591.76;30;15167
2591.76;11;17425
2591.76;31;15843
2591.76;31;27776
2679.26;27;42380
2679.26;56;13792
2679.26;29;16368
2679.26;38;15365
2629.69;41;43676
2629.69;38;16582
2629.69;53;16473
2629.69;53;16582
2629.69;43;16389
2629.69;36;15782
2629.69;41;15782
2629.69;43;15350
2629.69;44;19423
2629.69;37;17928
2629.69;52;14317
2629.69;46;14558
2629.69;26;13904
2629.69;45;18101
2629.69;48;17308
2638.52;22;14772
2638.52;48;26397
2638.52;46;13783
2638.52;34;14362
2638.52;51;14362
2638.52;38;14362
2638.52;55;13947
2638.52;40;13947
2638.52;38;13947
2638.52;52;14362
2638.52;55;14362
2638.52;43;14362
2638.52;38;14482
2638.52;37;13783
2638.52;62;14362
2638.52;40;14482
2638.52;47;22000
2638.52;52;15407
2601.85;55;21312
2601.85;23;13580
2601.85;53;51250
2601.85;48;13663
2601.85;34;13322
2601.85;31;13433
2601.85;28;13349
2601.85;36;13741
2601.85;35;14239
2601.85;24;18572
2601.85;19;15841
2601.85;31;15077
2601.85;32;15077
2601.85;25;27776
2532.51;35;19352
2532.51;37;30184
2532.51;9;13296
2532.51;15;13659
2532.51;21;15375
2532.51;27;16108
2478.8;28;35538
2478.8;9;12804
2478.8;23;12634
2478.8;16;13055
2478.8;32;12737
2478.8;51;17425
2478.8;33;15777
2478.8;25;12445
2459.34;26;25107
2459.34;32;42309
2459.34;35;11424
2459.34;31;13033
2459.34;18;15116
2459.34;86;14411
2459.34;76;13582
2459.34;41;11825
2459.34;51;11533
2459.34;60;12118
2459.34;58;12566
2459.34;135;12610
2495.78;43;13196
2495.78;42;23641
2495.78;54;17183
2495.78;68;12798
2495.78;39;11792
2495.78;16;10803
2495.78;45;11048
2495.78;21;11619
2495.78;37;13855
2495.78;33;11704
2495.78;74;16913
2495.78;50;16010
2495.78;54;11323
2495.78;37;10653
2495.78;37;10867
2495.78;24;10770
2495.78;23;11443
2495.78;33;11275
2495.78;35;11665
2495.78;73;11664
2495.78;102;11275
2495.78;43;11663
2495.78;98;11616
2495.78;85;11275
2495.78;94;11275
2495.78;31;17222
2474.18;19;24743
2474.18;28;61142
2474.18;29;35040
2474.18;53;13656
2474.18;24;18421
2474.18;9;14777
2474.18;28;11888
2474.18;19;16992
2474.18;24;17221
2495.62;24;30000
2495.62;31;11593
2495.62;27;11583
2495.62;27;11583
2495.62;36;11583
2495.62;37;11583
2495.62;25;11583
2495.62;45;11583
2495.62;9;15000
2495.62;9;15000
2495.62;22;13077
2495.62;27;11583
2495.62;26;13325
2495.62;45;13325
2555.01;24;13204
2555.01;35;14221
2555.01;23;13204
2555.01;40;17140
2555.01;43;17488
2551.13;45;32169
2551.13;45;12370
2551.13;53;21525
2551.13;36;51250
2551.13;17;12062
2551.13;61;16714
2551.13;38;12497
2551.13;67;16295
2551.13;35;11480
2551.13;33;11480
2551.13;36;11480
2551.13;25;11480
2551.13;24;11480
2551.13;36;11846
2551.13;26;22550
2551.13;31;15231
2604.24;32;24718
2604.24;38;29077
2604.24;23;12674
2604.24;28;11480
2604.24;34;11583
2604.24;26;11583
2604.24;21;11583
2604.24;27;11583
2604.24;29;11583
2604.24;48;11583
2604.24;26;16367
2604.24;13;15077
2604.24;17;15077
2604.24;22;12127
2604.24;12;11583
2604.24;22;11583
2604.24;52;14350
2604.24;14;17425
2604.24;32;11300
2604.24;20;11425
2604.24;13;11500
2604.24;16;11275
2604.24;28;11300
2604.24;31;10939
2604.24;15;15000
2626.65;21;11416
2626.65;33;38056
2626.65;42;35006
2626.65;33;11416
2626.65;48;13242
2626.65;32;11416
2626.65;28;11416
2626.65;30;11416
2626.65;26;11416
2626.65;27;14352
2626.65;18;11416
2626.65;26;11416
2626.65;24;11416
2626.65;13;13032
2626.65;17;14857
2626.65;42;14778
2626.65;37;11070
2626.65;23;13021
2582.15;31;19164
2582.15;29;13131
2582.15;12;16367
2582.15;33;11894
2582.15;29;11894
2582.15;31;13131
2582.15;20;13460
2582.15;8;11354
2582.15;45;14350
2582.15;23;17061
2582.15;27;11418
2613.35;18;14539
2613.35;15;13838
2613.35;28;13838
2613.35;25;13838
2613.35;42;13838
2613.35;22;14539
2613.35;78;14476
2613.35;12;13838
2613.35;45;20367
2613.35;57;14350
2613.35;37;14998
2613.35;34;13838
2613.35;5;17231
2613.35;13;23332
2562.52;39;30908
2562.52;41;38041
2562.52;15;26923
2562.52;31;12813
2562.52;35;11416
2562.52;37;13838
2562.52;25;11378
2562.52;44;11378
2562.52;35;12813
2562.52;40;11378
2562.52;41;12813
2562.52;20;12813
2562.52;24;17832
2562.52;33;12813
2562.52;43;14350
2587.5;31;15776
2587.5;24;48127
2587.5;33;40680
2587.5;59;11780
2587.5;29;13564
2587.5;49;12561
2587.5;37;12370
2587.5;43;11583
2587.5;29;11593
2587.5;10;12287
2587.5;13;13564
2587.5;9;12287
2587.5;59;12377
2587.5;21;16532
2587.5;31;12181
2587.5;59;12198
2587.5;72;14350
2587.5;19;14236
2587.5;9;12287
2587.5;13;16407
2653.78;23;29977
2653.78;18;56202
2653.78;14;11389
2653.78;18;11389
2653.78;53;10932
2653.78;51;12813
2653.78;13;11244
2653.78;4;11111
2653.78;75;12100
2653.78;9;14777
2653.78;32;11020
2653.78;84;10407
2653.78;35;11019
2653.78;7;15276
2634.19;5;11047
2634.19;19;22483
2634.19;5;12072
2634.19;7;11882
2634.19;33;11070
2634.19;5;12072
2634.19;9;11315
2634.19;25;13126
2634.19;5;12299
2634.19;13;10968
2634.19;30;18154
2634.19;31;18555
2634.19;8;11347
2634.19;6;11111
2634.19;19;11070
2634.19;2;11111
2634.19;6;11040
2634.19;23;18842
2634.19;7;10770
2634.19;5;12684
2631.9;23;27577
2631.9;25;12680
2631.9;7;11275
2631.9;51;11201
2631.9;21;11201
2631.9;27;10660
2631.9;11;11770
2631.9;11;11889
2631.9;17;11201
2631.9;27;24600
2631.9;25;10660
2631.9;45;11201
2664.83;30;18308
2664.83;22;17509
2664.83;41;38041
2664.83;25;11685
2664.83;42;12278
2664.83;42;11685
2664.83;39;11685
2664.83;40;11603
2664.83;44;11685
2664.83;66;15385
2664.83;31;12278
2664.83;12;11685
2664.83;16;11685
2664.83;31;11685
2664.83;36;13499
2664.83;37;13791
2664.83;39;12900
2664.83;12;11685
2664.83;24;17488
2664.83;28;14438
2770.65;27;24627
2770.65;23;10930
2770.65;9;12062
2770.65;23;14212
2770.65;55;11629
2770.65;21;19987
2770.65;16;11846
2770.65;19;11485
2770.65;27;13792
2770.65;13;14349
2494.46;32;30154
2494.46;22;61117
2494.46;31;11416
2494.46;31;11416
2494.46;45;10865
2494.46;14;11019
2494.46;31;10865
2494.46;19;12370
2494.46;43;15192
2494.46;23;10865
2494.46;9;11019
2494.46;19;17832
2494.46;44;12923
2494.46;36;13325
2494.46;52;10600
2494.46;23;12492
2494.46;25;12300
2494.46;27;13838
2494.46;37;16549
2494.46;32;10865
2494.46;24;53332
2494.46;17;13780
2481.73;25;17832
2481.73;19;22616
2481.73;19;13327
2481.73;17;10730
2481.73;58;13118
2481.73;29;11485
2481.73;33;11485
2481.73;33;13126
2481.73;29;12068
2481.73;39;11485
2481.73;51;11844
2481.73;33;13998
2481.73;12;11137
2481.73;21;11295
2481.73;7;13001
2481.73;41;15371
2433.3;46;13325
2433.3;39;13044
2433.3;38;13352
2433.3;33;13044
2433.3;58;13126
2433.3;45;13044
2433.3;57;13577
2433.3;47;13577
2433.3;31;12967
2433.3;40;12897
2433.3;25;13800
2433.3;86;17991
2433.3;63;11316
2433.3;29;15226
2433.3;14;12933
2433.3;35;14976
2433.3;19;13838
2433.3;36;13044
2433.3;27;15554
2433.3;31;13096
2433.3;39;12775
2425.42;19;20109
2425.42;24;51250
2425.42;16;12403
2425.42;11;11286
2425.42;35;14544
2425.42;22;14438
2425.42;12;14709
2425.42;21;11859
2425.42;53;19786
2425.42;26;13791
2425.42;29;13332
2425.42;29;13078
2425.42;24;53332
2433.41;29;23692
2433.41;45;11278
2433.41;12;14021
2433.41;29;11274
2433.41;39;11487
2433.41;39;11209
2433.41;45;13126
2433.41;52;13181
2433.41;47;13325
2433.41;55;16342
2433.41;26;16810
2433.41;59;12186
2433.41;60;13838
2433.41;53;17063
2433.41;47;12914
2433.41;38;13838
2433.41;98;12782
2433.41;74;17650
2433.41;31;18887
2393.01;23;22616
2393.01;25;61116
2393.01;21;13674
2393.01;17;11788
2393.01;44;10148
2393.01;34;11869
2393.01;46;12414
2393.01;31;11404
2393.01;34;12617
2393.01;49;11204
2393.01;41;10695
2393.01;21;13999
2393.01;46;18269
2393.01;47;12699
2393.01;58;18555
2393.01;22;11204
2393.01;33;38887
2393.01;37;12776
2393.01;35;12775
2419.99;29;17488
2419.99;35;11815
2419.99;52;12641
2419.99;45;11603
2419.99;58;11278
2419.99;44;14049
2419.99;41;11704
2419.99;56;11704
2419.99;31;12165
2419.99;43;12414
2419.99;37;13044
2419.99;82;13044
2419.99;33;14350
2419.99;40;11815
2419.99;54;20500
2419.99;103;13137
2463.96;22;10770
2463.96;181;10249
2463.96;25;10772
2463.96;41;14499
2463.96;25;12601
2463.96;84;11152
2463.96;163;11152
2463.96;29;11443
2463.96;79;17403
2463.96;43;11788
2463.96;43;11788
2463.96;68;14348
2463.96;49;14442
2463.96;123;19431
2432.6;106;11826
2432.6;91;11255
2432.6;15;18735
2432.6;48;11255
2432.6;38;11255
2432.6;54;11826
2432.6;20;11255
2432.6;44;11255
2432.6;29;43747
2432.6;54;11255
2432.6;125;10750
2432.6;83;11995
2432.6;15;21399
2432.6;9;11275
2432.6;100;12447
2432.6;27;12776
2432.6;33;12775
2448.38;17;23776
2448.38;37;13134
2448.38;47;13504
2448.38;45;12631
2448.38;4;11275
2448.38;5;11846
2448.38;6;11275
2448.38;9;11275
2448.38;6;11846
2448.38;12;11275
2448.38;7;11275
2448.38;32;11295
2448.38;54;14350
2448.38;27;10316
2448.38;5;15375
2448.38;34;13325
2448.38;19;27776
2433.29;31;28700
2433.29;7;11846
2433.29;49;12503
2433.29;5;11275
2433.29;8;11846
2433.29;12;13078
2433.29;3;11275
2433.29;15;11275
2433.29;41;12612
2433.29;45;12527
2433.29;41;11275
2433.29;70;15197
2433.29;25;11846
2433.29;38;11700
2433.29;17;12259
2433.29;47;14350
2433.29;32;61110
2433.29;43;29929
2433.29;28;15943
2433.29;11;11275
2433.29;29;29233
2433.29;25;21732
2433.29;13;10763
2433.29;22;13652
2433.29;3;10763
2433.29;22;12300
2433.29;11;11665
2433.29;34;12085
2433.29;33;20499
2433.29;19;14350
2400.97;28;30034
2400.97;15;12095
2400.97;19;13327
2400.97;11;12278
2400.97;19;12386
2400.97;13;12300
2400.97;22;12505
2400.97;7;12439
2400.97;9;12300
2400.97;18;12300
2400.97;7;12386
2400.97;41;16808
2400.97;11;12386
2400.97;11;13838
2400.97;13;11599
2400.97;13;12439
2400.97;25;13324
2400.97;5;12095
2400.97;26;65611
2400.97;45;16665
